"symbol","name","industry","subsector","group","latest","start","latestDate","startDate","diffToMin","diffToMax","diff","min","minDate","median","average","max","maxDate","low","numberOfDates"
"MSB","Ngân hàng Thương mại Cổ phần Hàng Hải Việt Nam","Ngân hàng","Ngân hàng","HOSE",18.7,17.4,"2021-02-25","2021-01-27",18.7,0.3,19,0,"2021-02-15",17.4,15.79,19,"2021-02-23",false,19
"MSH","Công ty Cổ phần May Sông Hồng","Hàng Tiêu dùng","Hàng May mặc","HOSE",46.6,44.6,"2021-02-25","2021-01-27",46.6,1.15,47.75,0,"2021-02-15",44.2,39.88,47.75,"2021-02-22",false,19
"MSN","Công ty Cổ phần Tập đoàn Masan","Hàng Tiêu dùng","Thực phẩm","VN30",89.6,91.7,"2021-02-25","2021-01-27",89.6,5.5,95.1,0,"2021-02-15",89.5,80.04,95.1,"2021-02-18",false,19
"MST","Công ty Cổ phần Đầu tư MST","Công nghiệp","Xây dựng","HNX",7.8,6.9,"2021-02-25","2021-01-27",1.6,0,1.6,6.2,"2021-02-01",6.9,6.85,7.8,"2021-02-25",false,19
"MVB","Tổng Công ty Công nghiệp mỏ Việt Bắc TKV - Công ty Cổ phần","Nguyên vật liệu","Khai khoáng ","HNX",14.3,14.5,"2021-02-25","2021-01-27",1.1,1,2.1,13.2,"2021-02-19",14.05,14.14,15.3,"2021-02-17",false,18
"MWG","Công ty Cổ phần Đầu tư Thế Giới Di Động","Dịch vụ Tiêu dùng","Phân phối hàng chuyên dụng","VN30",135.7,133.5,"2021-02-25","2021-01-27",135.7,3.8,139.5,0,"2021-02-15",130.5,118.13,139.5,"2021-02-18",false,19
"NAF","Công ty Cổ phần Nafoods Group","Hàng Tiêu dùng","Đồ uống & giải khát","HOSE",22.2,22.5,"2021-02-25","2021-01-27",22.2,1,23.2,0,"2021-02-15",22.4,19.99,23.2,"2021-02-04",false,19
"NAG","Công ty Cổ phần Tập đoàn Nagakawa","Công nghiệp","Hàng điện & điện tử","HNX",5.5,5.1,"2021-02-25","2021-01-27",0.8,0,0.8,4.7,"2021-01-29",5.1,5.08,5.5,"2021-02-25",false,19
"NAP","Công ty Cổ phần Cảng Nghệ Tĩnh","Công nghiệp","Kho bãi, hậu cần và bảo dưỡng","HNX",8,10.3,"2021-02-25","2021-01-27",0,2.3,2.3,8,"2021-02-25",8.8,9.03,10.3,"2021-01-27",true,6
"NAV","Công ty Cổ phần Nam Việt","Công nghiệp","Vật liệu xây dựng & Nội thất","HOSE",19,19.3,"2021-02-24","2021-01-27",0,4.55,4.55,19,"2021-02-24",21.27,21.09,23.55,"2021-02-01",true,10
"NBB","Công ty Cổ phần Đầu tư Năm Bảy Bảy","Tài chính","Bất động sản","HOSE",26.95,24.95,"2021-02-24","2021-01-27",26.95,0.05,27,0,"2021-02-15",24.77,22.19,27,"2021-02-22",false,18
"NBC","Công ty Cổ phần Than Núi Béo - Vinacomin","Nguyên vật liệu","Khai thác Than","HNX30",6.7,6.4,"2021-02-25","2021-01-27",0.8,0,0.8,5.9,"2021-01-28",6.5,6.39,6.7,"2021-02-05",false,19
"NBP","Công ty Cổ phần Nhiệt Điện Ninh Bình","Tiện ích Cộng đồng","Sản xuất & Phân phối Điện","HNX",12.5,11.4,"2021-02-25","2021-01-28",1.1,1.1,2.2,11.4,"2021-01-28",12.5,12.62,13.6,"2021-02-08",true,17
"NBW","Công ty Cổ phần Cấp nước Nhà Bè","Tiện ích Cộng đồng","Nước","HNX",18,19.9,"2021-01-29","2021-01-28",0,1.9,1.9,18,"2021-01-29",18.95,18.95,19.9,"2021-01-28",true,2
"NCT","Công ty Cổ phần Dịch vụ Hàng hóa Nội Bài","Công nghiệp","Kho bãi, hậu cần và bảo dưỡng","HOSE",71.8,69.2,"2021-02-25","2021-01-27",71.8,0,71.8,0,"2021-02-15",68.6,61.84,71.8,"2021-02-25",false,19
"NDN","Công ty Cổ phần Đầu tư Phát triển Nhà Đà Nẵng","Tài chính","Bất động sản","HNX30",22.5,21.7,"2021-02-25","2021-01-27",3.5,0.4,3.9,19,"2021-02-01",21.5,21.54,22.9,"2021-02-22",false,19
"NDX","Công ty Cổ phần Xây lắp Phát triển Nhà Đà Nẵng","Công nghiệp","Xây dựng","HNX",7.9,9,"2021-02-25","2021-01-27",0.4,1.1,1.5,7.5,"2021-02-02",8,8.12,9,"2021-01-27",true,19
"NET","Công ty Cổ phần Bột giặt Net","Hàng Tiêu dùng","Hàng cá nhân","HNX",56.9,62.4,"2021-02-25","2021-01-27",0.9,5.5,6.4,56,"2021-02-05",57.2,57.7,62.4,"2021-01-27",true,17
"NGC","Công ty Cổ phần Chế biến Thủy sản Xuất khẩu Ngô Quyền","Hàng Tiêu dùng","Nuôi trồng nông & hải sản","HNX",4.1,3.7,"2021-02-25","2021-01-27",1.4,0,1.4,2.7,"2021-02-02",3.2,3.26,4.1,"2021-02-25",false,14
"NHA","Tổng Công ty Đầu tư Phát triển Nhà và Đô thị Nam Hà Nội","Công nghiệp","Xây dựng","HOSE",31,22.9,"2021-02-25","2021-01-27",31,0,31,0,"2021-02-15",23.9,22.95,31,"2021-02-22",false,19
"NHC","Công ty Cổ phần Gạch ngói Nhị Hiệp","Công nghiệp","Vật liệu xây dựng & Nội thất","HNX",31.5,31,"2021-02-25","2021-01-29",0.5,1,1.5,31,"2021-01-29",31.5,31.49,32.5,"2021-02-22",false,8
"NHH","Công ty Cổ phần Nhựa Hà Nội","Nguyên vật liệu","Nhựa, cao su & sợi","HOSE",73,64,"2021-02-25","2021-01-27",73,11.1,84.1,0,"2021-02-15",72,64.63,84.1,"2021-02-17",false,19
"NHP","Công ty Cổ phần Sản xuất Xuất nhập khẩu NHP","Công nghiệp","Containers & Đóng gói","HNX",0.7,0.7,"2021-02-19","2021-01-29",0,0,0,0.7,"2021-01-29",0.7,0.7,0.7,"2021-01-29",false,3
"NKG","Công ty Cổ phần Thép Nam Kim","Nguyên vật liệu","Thép và sản phẩm thép","HOSE",16.5,16.15,"2021-02-25","2021-01-27",16.5,0,16.5,0,"2021-02-15",15.4,13.93,16.5,"2021-02-23",false,19
"NLG","Công ty cổ phần Đầu tư Nam Long","Tài chính","Bất động sản","HOSE",36.35,34,"2021-02-25","2021-01-27",36.35,0.65,37,0,"2021-02-15",33.4,30.54,37,"2021-02-18",false,19
"NNC","Công ty Cổ phần Đá Núi Nhỏ","Công nghiệp","Vật liệu xây dựng & Nội thất","HOSE",36.5,37.6,"2021-02-25","2021-01-27",36.5,1.65,38.15,0,"2021-02-15",37,33.07,38.15,"2021-01-29",false,19
"NRC","Công ty Cổ phần Tập đoàn Danh Khôi","Tài chính","Bất động sản","HNX30",22.1,21.8,"2021-02-25","2021-01-27",2.8,1.2,4,19.3,"2021-02-01",22,21.68,23.3,"2021-02-17",false,19
"NSC","Công ty Cổ phần Tập đoàn Giống cây trồng Việt Nam","Hàng Tiêu dùng","Nuôi trồng nông & hải sản","HOSE",75.6,77,"2021-02-25","2021-01-27",75.6,1.4,77,0,"2021-02-15",74.5,66.38,77,"2021-01-27",false,19
"NSH","Công ty Cổ phần Nhôm Sông Hồng","Nguyên vật liệu","Nhôm","HNX",5.2,5.6,"2021-02-25","2021-01-27",0.3,0.4,0.7,4.9,"2021-02-02",5.2,5.22,5.6,"2021-01-27",true,19
"NST","Công ty Cổ phần Ngân Sơn","Hàng Tiêu dùng","Thuốc lá","HNX",8.3,8.3,"2021-02-25","2021-01-27",1.1,0,1.1,7.2,"2021-02-01",7.6,7.64,8.3,"2021-01-27",false,19
"NT2","Công ty Cổ phần Điện lực Dầu khí Nhơn Trạch 2","Tiện ích Cộng đồng","Sản xuất & Phân phối Điện","HOSE",22.5,23.19,"2021-02-25","2021-01-27",22.5,0.69,23.19,0,"2021-02-15",22.7,20.31,23.19,"2021-01-27",false,19
"NTH","Công ty Cổ phần Thủy điện Nước Trong","Công nghiệp","Xây dựng","HNX",30.2,29.2,"2021-02-25","2021-01-28",1,0.3,1.3,29.2,"2021-01-28",29.75,29.78,30.5,"2021-02-23",false,12
"NTL","Công ty Cổ phần Phát triển Đô thị Từ Liêm","Tài chính","Bất động sản","HOSE",27.75,26.15,"2021-02-25","2021-01-27",27.75,0,27.75,0,"2021-02-15",24.35,22.28,27.75,"2021-02-25",false,19
"NTP","Công ty Cổ phần Nhựa Thiếu niên Tiền Phong","Công nghiệp","Vật liệu xây dựng & Nội thất","HNX30",35.6,35.9,"2021-02-25","2021-01-27",3.2,0.9,4.1,32.4,"2021-01-28",34.4,34.83,36.5,"2021-02-19",false,19
"NVB","Ngân hàng Thương mại Cổ phần Quốc Dân","Ngân hàng","Ngân hàng","HNX30",14.6,13.9,"2021-02-25","2021-01-27",2.1,0,2.1,12.5,"2021-02-01",13.8,13.68,14.6,"2021-02-23",false,19
"NVL","Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va","Tài chính","Bất động sản","VN30",80,81.2,"2021-02-25","2021-01-27",80,3,83,0,"2021-02-15",80.3,71.79,83,"2021-02-03",false,19
"NVT","Công ty Cổ phần Bất động sản Du lịch Ninh Vân Bay","Tài chính","Bất động sản","HOSE",7.93,5.8,"2021-02-25","2021-01-27",7.93,0,7.93,0,"2021-02-15",5.48,5.28,7.93,"2021-02-25",false,19
"OCB","Ngân hàng Thương mại Cổ phần Phương Đông","Ngân hàng","Ngân hàng","HOSE",20.9,18.35,"2021-02-25","2021-01-28",20.9,0.55,21.45,0,"2021-02-15",20.9,18.33,21.45,"2021-02-23",false,18
"OCH","Công ty Cổ phần Khách sạn và Dịch vụ OCH","Dịch vụ Tiêu dùng","Khách sạn","HNX",7.2,6.7,"2021-02-25","2021-01-27",1.1,0.2,1.3,6.1,"2021-01-28",7.2,7.06,7.4,"2021-02-05",false,17
"OGC","Công ty Cổ phần Tập đoàn Đại Dương","Tài chính","Tài chính đặc biệt","HOSE",6.61,6.85,"2021-02-25","2021-01-27",6.61,0.29,6.9,0,"2021-02-15",6.37,5.62,6.9,"2021-02-23",false,19
"ONE","Công ty Cổ phần Truyền thông số 1","Công nghệ Thông tin","Phần cứng","HNX",5.2,5.4,"2021-02-25","2021-01-27",0.3,0.2,0.5,4.9,"2021-01-28",5.1,5.12,5.4,"2021-01-27",false,19
"OPC","Công ty Cổ phần Dược Phẩm OPC","Dược phẩm và Y tế","Dược phẩm","HOSE",60,57.7,"2021-02-25","2021-01-27",60,9,69,0,"2021-02-15",60,55.29,69,"2021-02-02",false,19
"PAC","Công ty Cổ phần Pin Ắc quy Miền Nam","Công nghiệp","Hàng điện & điện tử","HOSE",30,28,"2021-02-25","2021-01-27",30,0.5,30.5,0,"2021-02-15",29.2,26.04,30.5,"2021-02-18",false,19
"PAN","Công ty Cổ phần Tập đoàn PAN","Công nghiệp","Tư vấn & Hỗ trợ KD","HOSE",27,26.89,"2021-02-25","2021-01-27",27,1.7,28.7,0,"2021-02-15",26,23.43,28.7,"2021-02-19",false,19
"PBP","Công ty Cổ phần Bao bì Dầu khí Việt Nam","Công nghiệp","Containers & Đóng gói","HNX",8.1,7.9,"2021-02-25","2021-01-27",1.1,0,1.1,7,"2021-02-01",8,7.84,8.1,"2021-02-19",false,13
"PC1","Công ty Cổ phần Xây lắp điện I","Công nghiệp","Xây dựng","HOSE",26.1,23,"2021-02-25","2021-01-27",26.1,0.9,27,0,"2021-02-15",25.5,22.49,27,"2021-02-17",false,19
"PCE","Công ty Cổ phần Phân bón và hóa chất dầu khí Miền Trung","Nguyên vật liệu","Sản phẩm hóa dầu, Nông dược & Hóa chất khác","HNX",9.7,10.4,"2021-02-25","2021-01-27",0,1.6,1.6,9.7,"2021-02-19",10.9,10.25,11.3,"2021-01-28",true,11
"PCG","Công ty Cổ phần Đầu tư Phát triển Gas Đô thị","Tiện ích Cộng đồng","Phân phối xăng dầu & khí đốt","HNX",6.1,5.6,"2021-02-22","2021-01-28",0.5,0.1,0.6,5.6,"2021-01-28",6.1,5.97,6.2,"2021-02-18",false,7
"PCT","Công ty Cổ phần Vận tải Khí và Hóa chất Việt Nam","Công nghiệp","Dịch vụ vận tải","HNX",6.8,6.4,"2021-02-25","2021-01-27",1.4,0.9,2.3,5.4,"2021-02-03",6.8,6.66,7.7,"2021-02-18",false,18
"PDB","Công ty Cổ phần Vật liệu Xây dựng Dufago","Công nghiệp","Vật liệu xây dựng & Nội thất","HNX",8.2,8.7,"2021-02-25","2021-01-27",0.3,0.5,0.8,7.9,"2021-01-28",8.4,8.37,8.7,"2021-01-27",true,17
"PDC","Công ty Cổ phần Du lịch Dầu khí Phương Đông","Dịch vụ Tiêu dùng","Vận tải hành khách & Du lịch","HNX",4.5,4.6,"2021-02-25","2021-02-03",0,0.4,0.4,4.5,"2021-02-25",4.9,4.8,4.9,"2021-02-09",true,8
"PDN","Công ty Cổ phần Cảng Đồng Nai","Công nghiệp","Kho bãi, hậu cần và bảo dưỡng","HOSE",83,79,"2021-02-25","2021-01-27",83,2,85,0,"2021-02-15",83,72.01,85,"2021-02-22",false,16
"PDR","Công ty Cổ phần Phát triển Bất động sản Phát Đạt","Tài chính","Bất động sản","HOSE",62.2,54,"2021-02-25","2021-01-27",62.2,2.9,65.1,0,"2021-02-15",60.4,53.87,65.1,"2021-02-18",false,19
"PEN","Công ty Cổ phần Xây lắp III Petrolimex","Công nghiệp","Xây dựng","HNX",7.3,6.5,"2021-02-24","2021-01-29",0.8,0,0.8,6.5,"2021-01-29",6.8,6.85,7.3,"2021-02-24",false,4
"PET","Tổng Công ty Cổ phần Dịch vụ Tổng hợp Dầu khí","Dịch vụ Tiêu dùng","Phân phối hàng chuyên dụng","HOSE",16.6,15.3,"2021-02-25","2021-01-27",16.6,0.55,17.15,0,"2021-02-15",15.45,14.05,17.15,"2021-02-18",false,19
"PGC","Tổng Công ty Gas Petrolimex - Công ty Cổ phần","Tiện ích Cộng đồng","Phân phối xăng dầu & khí đốt","HOSE",17.8,17.85,"2021-02-25","2021-01-27",17.8,0.3,18.1,0,"2021-02-15",17,15.46,18.1,"2021-02-19",false,19
"PGD","Công ty Cổ phần Phân phối khí thấp áp dầu khí Việt Nam","Tiện ích Cộng đồng","Phân phối xăng dầu & khí đốt","HOSE",30.5,30.8,"2021-02-25","2021-01-27",30.5,1.5,32,0,"2021-02-15",30,26.99,32,"2021-02-17",false,19
"PGI","Tổng Công ty Cổ phần Bảo hiểm Petrolimex","Tài chính","Bảo hiểm phi nhân thọ","HOSE",20.2,20,"2021-02-25","2021-01-27",1.1,0,1.1,19.1,"2021-02-01",19.5,19.64,20.2,"2021-02-25",false,11
"PGN","Công ty Cổ phần Phụ Gia Nhựa","Nguyên vật liệu","Nhựa, cao su & sợi","HNX",14.8,17,"2021-02-25","2021-01-27",0.72,2.2,2.92,14.08,"2021-02-17",15.1,15.15,17,"2021-01-27",true,19
"PGS","Công ty Cổ phần Kinh doanh Khí Miền Nam","Tiện ích Cộng đồng","Phân phối xăng dầu & khí đốt","HNX",18.1,17.5,"2021-02-25","2021-01-27",2.3,0.3,2.6,15.8,"2021-01-28",17.3,17.31,18.4,"2021-02-17",false,19
"PGT","Công ty Cổ phần PGT Holdings","Dịch vụ Tiêu dùng","Vận tải hành khách & Du lịch","HNX",7.4,4.1,"2021-02-25","2021-01-27",3.3,0.6,3.9,4.1,"2021-01-27",7.4,6.57,8,"2021-02-17",false,19
"PHC","Công ty Cổ phần Xây dựng Phục Hưng Holdings","Công nghiệp","Xây dựng","HOSE",11.2,11,"2021-02-25","2021-01-27",11.2,0.1,11.3,0,"2021-02-15",10.5,9.64,11.3,"2021-02-23",false,19
"PHN","Công ty Cổ phần Pin Hà Nội","Công nghiệp","Hàng điện & điện tử","HNX",35,31,"2021-02-24","2021-01-27",5,0,5,30,"2021-01-28",31.6,31.92,35,"2021-02-23",false,15
"PHP","Công ty Cổ phần Cảng Hải Phòng","Công nghiệp","Kho bãi, hậu cần và bảo dưỡng","HNX",16.5,16.6,"2021-02-25","2021-01-27",1.7,0.1,1.8,14.8,"2021-02-01",16,15.99,16.6,"2021-01-27",false,19
"PHR","Công ty Cổ phần Cao su Phước Hòa","Nguyên vật liệu","Nhựa, cao su & sợi","HOSE",61,62.7,"2021-02-25","2021-01-27",61,1.7,62.7,0,"2021-02-15",58.6,53.41,62.7,"2021-01-27",false,19
"PIA","Công ty Cổ phần Tin học Viễn thông Petrolimex","Viễn thông","Viễn thông cố định","HNX",27,26.5,"2021-02-19","2021-01-27",1.5,0.6,2.1,25.5,"2021-01-29",26.5,26.56,27.6,"2021-02-17",false,7
"PIC","Công ty Cổ phần Đầu tư Điện lực 3","Tiện ích Cộng đồng","Sản xuất & Phân phối Điện","HNX",12.7,10.5,"2021-02-25","2021-01-27",3.7,0.3,4,9,"2021-02-02",12.4,11.31,13,"2021-02-23",false,16
"PIT","Công ty Cổ phần Xuất nhập khẩu Petrolimex","Dịch vụ Tiêu dùng","Bán lẻ phức hợp","HOSE",5.6,5.7,"2021-02-25","2021-01-27",5.6,0.33,5.93,0,"2021-02-15",5.53,4.94,5.93,"2021-02-24",false,18
"PJC","Công ty Cổ phần Thương mại và Vận tải Petrolimex Hà Nội","Công nghiệp","Dịch vụ vận tải","HNX",23.3,20.8,"2021-02-23","2021-01-28",2.5,0,2.5,20.8,"2021-01-28",22.5,22.32,23.3,"2021-02-23",false,11
"PJT","Công ty Cổ phần Vận tải Xăng dầu đường thủy Petrolimex","Công nghiệp","Vận tải Thủy","HOSE",11.6,11.7,"2021-02-25","2021-01-27",11.6,0.4,12,0,"2021-02-15",11.5,10.17,12,"2021-02-22",false,17
"PLC","Tổng Công ty Hóa dầu Petrolimex - Công ty Cổ phần","Nguyên vật liệu","Sản phẩm hóa dầu, Nông dược & Hóa chất khác","HNX",27,24.5,"2021-02-25","2021-01-27",4.9,0.6,5.5,22.1,"2021-01-28",24.6,25.17,27.6,"2021-02-23",false,19
"PLP","Công ty Cổ phần Sản xuất và Công nghệ Nhựa Pha Lê","Nguyên vật liệu","Nhựa, cao su & sợi","HOSE",9.41,9.86,"2021-02-25","2021-01-27",9.41,0.45,9.86,0,"2021-02-15",9.22,8.36,9.86,"2021-01-27",false,19
"PLX","Tập đoàn Xăng dầu Việt Nam","Dầu khí ","Sản xuất và Khai thác dầu khí","VN30",58.4,50.7,"2021-02-25","2021-01-27",58.4,0,58.4,0,"2021-02-15",52,47.46,58.4,"2021-02-25",false,19
"PMB","Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Bắc","Nguyên vật liệu","Sản phẩm hóa dầu, Nông dược & Hóa chất khác","HNX",8,8.2,"2021-02-25","2021-01-27",0.1,0.2,0.3,7.9,"2021-02-01",8,8.02,8.2,"2021-01-27",true,14
"PMC","Công ty Cổ phần Dược phẩm Dược liệu Pharmedic","Dược phẩm và Y tế","Dược phẩm","HNX",65.3,61,"2021-02-25","2021-01-27",4.5,0,4.5,60.8,"2021-01-28",63,62.58,65.3,"2021-02-25",false,17
"PME","Công ty Cổ phần Pymepharco","Dược phẩm và Y tế","Dược phẩm","HOSE",80,75.6,"2021-02-24","2021-01-27",80,0.3,80.3,0,"2021-02-15",75.6,66.81,80.3,"2021-02-19",false,15
"PMG","Công ty Cổ phần Đầu tư và Sản xuất Petro Miền Trung","Tiện ích Cộng đồng","Phân phối xăng dầu & khí đốt","HOSE",21.6,15.05,"2021-02-25","2021-01-27",21.6,0,21.6,0,"2021-02-15",19,16.85,21.6,"2021-02-24",false,19
"PMS","Công ty Cổ phần Cơ khí Xăng dầu","Công nghiệp","Máy công nghiệp","HNX",17.3,15.1,"2021-02-25","2021-01-27",2.2,1,3.2,15.1,"2021-01-27",17.1,17.25,18.3,"2021-02-09",false,11
"PNC","Công ty Cổ phần Văn hóa Phương Nam","Dịch vụ Tiêu dùng","Sách, ấn bản & sản phẩm văn hóa","HOSE",9,9,"2021-02-25","2021-01-27",0.2,0.25,0.45,8.8,"2021-01-28",9.1,9.09,9.25,"2021-02-23",true,12
"PNJ","Công ty Cổ phần Vàng bạc Đá quý Phú Nhuận","Hàng Tiêu dùng","Hàng cá nhân","VN30",84,83.5,"2021-02-25","2021-01-27",84,3.5,87.5,0,"2021-02-15",83.1,74.48,87.5,"2021-02-18",false,19
"POM","Công ty Cổ phần Thép Pomina","Nguyên vật liệu","Thép và sản phẩm thép","HOSE",13.6,12.9,"2021-02-25","2021-01-27",13.6,0.5,14.1,0,"2021-02-15",13.25,11.93,14.1,"2021-02-22",false,19
"POT","Công ty Cổ phần Thiết bị Bưu điện","Công nghệ Thông tin","Phần cứng","HNX",14.9,15,"2021-02-24","2021-01-27",0.2,1.9,2.1,14.7,"2021-02-18",15.2,15.4,16.8,"2021-02-01",true,11
"POW","Tổng Công ty Điện lực Dầu khí Việt Nam","Tiện ích Cộng đồng","Sản xuất & Phân phối Điện","VN30",12.7,12.8,"2021-02-25","2021-01-27",12.7,0.35,13.05,0,"2021-02-15",12.6,11.17,13.05,"2021-02-18",false,19
"PPC","Công ty Cổ phần Nhiệt điện Phả Lại","Tiện ích Cộng đồng","Sản xuất & Phân phối Điện","HOSE",27.85,27.1,"2021-02-25","2021-01-27",27.85,0.05,27.9,0,"2021-02-15",25.8,23.46,27.9,"2021-02-23",false,19
"PPE","Công ty Cổ phần Tư vấn Điện lực Dầu khí Việt Nam","Công nghiệp","Tư vấn & Hỗ trợ KD","HNX",8,6.7,"2021-02-19","2021-01-29",1.3,0,1.3,6.7,"2021-01-29",7.3,7.33,8,"2021-02-19",false,3
"PPP","Công ty Cổ phần Dược phẩm Phong Phú","Dược phẩm và Y tế","Dược phẩm","HNX",12.9,11.9,"2021-02-25","2021-01-27",1.4,0,1.4,11.5,"2021-02-01",11.8,11.88,12.9,"2021-02-25",false,17
"PPS","Công ty Cổ phần Dịch vụ Kỹ thuật Điện lực Dầu khí Việt Nam","Công nghiệp","Tư vấn & Hỗ trợ KD","HNX",8,7.9,"2021-02-25","2021-01-27",0.8,0.4,1.2,7.2,"2021-01-28",7.9,7.94,8.4,"2021-02-19",false,19
"PPY","Công ty Cổ phần Xăng dầu dầu khí Phú Yên","Tiện ích Cộng đồng","Phân phối xăng dầu & khí đốt","HNX",14.7,13.6,"2021-02-24","2021-01-27",1.1,1.6,2.7,13.6,"2021-01-27",15.6,15.35,16.3,"2021-01-29",true,13
"PRC","Công ty Cổ phần Logistics Portserco","Công nghiệp","Dịch vụ vận tải","HNX",12.6,8.8,"2021-02-25","2021-02-03",3.8,2.5,6.3,8.8,"2021-02-03",13.7,12.21,15.1,"2021-02-22",false,10
"PRE","Tổng Công ty Cổ phần Tái bảo hiểm PVI","Tài chính","Tái bảo hiểm","HNX",16.5,17.2,"2021-02-25","2021-01-27",1,0.7,1.7,15.5,"2021-01-28",16.8,16.64,17.2,"2021-01-27",true,19
"PSC","Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Sài Gòn","Công nghiệp","Dịch vụ vận tải","HNX",14,13.7,"2021-02-25","2021-01-27",0.5,0,0.5,13.5,"2021-01-28",13.6,13.68,14,"2021-02-25",false,4
"PSD","Công ty Cổ phần Dịch vụ Phân phối Tổng hợp Dầu khí","Dịch vụ Tiêu dùng","Phân phối hàng chuyên dụng","HNX",16.4,17.1,"2021-02-25","2021-01-27",1,0.7,1.7,15.4,"2021-01-28",15.9,15.96,17.1,"2021-01-27",false,19
"PSE","Công ty Cổ phần Phân bón và hóa chất dầu khí Đông Nam Bộ","Nguyên vật liệu","Sản phẩm hóa dầu, Nông dược & Hóa chất khác","HNX",7.9,8,"2021-02-22","2021-01-27",0.7,0.9,1.6,7.2,"2021-02-18",8,7.97,8.8,"2021-02-01",true,8
"PSH","Công ty Cổ phần Thương mại Đầu tư Dầu khí Nam Sông Hậu","Dịch vụ Tiêu dùng","Phân phối hàng chuyên dụng","HOSE",20,17.95,"2021-02-25","2021-01-27",20,0.4,20.4,0,"2021-02-15",18.1,16.67,20.4,"2021-02-23",false,19
"PSI","Công ty Cổ phần Chứng khoán Dầu khí","Tài chính","Môi giới chứng khoán","HNX",7,6.6,"2021-02-25","2021-01-27",1.4,0.2,1.6,5.6,"2021-02-01",6.6,6.59,7.2,"2021-02-23",false,19
"PSW","Công ty Cổ phần Phân bón và hóa chất dầu khí Tây Nam Bộ","Nguyên vật liệu","Sản phẩm hóa dầu, Nông dược & Hóa chất khác","HNX",9.8,9,"2021-02-17","2021-01-29",0.8,0.1,0.9,9,"2021-01-29",9.8,9.57,9.9,"2021-02-03",false,3
"PTB","Công ty Cổ phần Phú Tài","Công nghiệp","Vật liệu xây dựng & Nội thất","HOSE",76.5,67.5,"2021-02-25","2021-01-27",76.5,0,76.5,0,"2021-02-15",66.5,61.25,76.5,"2021-02-25",false,19
"PTC","Công ty Cổ phần Đầu tư và Xây dựng Bưu điện","Công nghiệp","Xây dựng","HOSE",9.5,10.2,"2021-02-25","2021-01-27",9.5,1.5,11,0,"2021-02-15",8.89,8.61,11,"2021-01-29",false,18
"PTD","Công ty Cổ phần Thiết kế - Xây dựng - Thương mại Phúc Thịnh","Công nghiệp","Xây dựng","HNX",14.3,13,"2021-02-25","2021-02-24",1.3,0,1.3,13,"2021-02-24",13.65,13.65,14.3,"2021-02-25",false,2
"PTI","Tổng Công ty Cổ phần Bảo hiểm Bưu điện","Tài chính","Bảo hiểm phi nhân thọ","HNX",26,25.7,"2021-02-25","2021-01-27",1,1,2,25,"2021-02-01",26,25.99,27,"2021-02-09",false,15
"PTL","Công ty Cổ phần Đầu tư Hạ tầng và Đô thị Dầu khí","Tài chính","Bất động sản","HOSE",5.5,5.61,"2021-02-25","2021-01-27",5.5,0.44,5.94,0,"2021-02-15",5.6,5.03,5.94,"2021-02-09",false,19
"PTS","Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hải Phòng","Công nghiệp","Dịch vụ vận tải","HNX",8.2,8.8,"2021-02-25","2021-01-27",0.5,0.6,1.1,7.7,"2021-02-08",8.1,8.15,8.8,"2021-01-27",false,19
"PV2","Công ty Cổ phần Đầu tư PV2","Tài chính","Bất động sản","HNX",3.2,3.8,"2021-02-25","2021-01-27",0.2,0.6,0.8,3,"2021-02-01",3.2,3.24,3.8,"2021-01-27",true,19
"PVB","Công ty Cổ phần Bọc ống Dầu khí Việt Nam","Dầu khí ","Thiết bị và Dịch vụ Dầu khí","HNX30",18.8,16.4,"2021-02-25","2021-01-27",4.2,0.7,4.9,14.6,"2021-02-01",17,17.2,19.5,"2021-02-18",false,19
"PVC","Tổng Công ty Hóa chất và Dịch vụ Dầu khí - Công ty Cổ phần","Dầu khí ","Thiết bị và Dịch vụ Dầu khí","HNX30",8.8,7.1,"2021-02-25","2021-01-27",2.4,0.3,2.7,6.4,"2021-01-28",7.8,7.92,9.1,"2021-02-18",false,19
"PVD","Tổng Công ty Cổ phần Khoan và Dịch vụ khoan Dầu khí","Dầu khí ","Thiết bị và Dịch vụ Dầu khí","HOSE",23.45,18.25,"2021-02-25","2021-01-27",23.45,0.25,23.7,0,"2021-02-15",19.95,18.36,23.7,"2021-02-23",false,19
"PVG","Công ty Cổ phần Kinh doanh LPG Việt Nam","Tiện ích Cộng đồng","Phân phối xăng dầu & khí đốt","HNX",9.1,8.8,"2021-02-25","2021-01-27",1.1,0.3,1.4,8,"2021-01-28",9,8.93,9.4,"2021-02-19",false,19
"PVI","Công ty Cổ phần PVI","Tài chính","Bảo hiểm phi nhân thọ","HNX",32.5,32.8,"2021-02-25","2021-01-27",2.9,0.4,3.3,29.6,"2021-01-28",31.7,31.73,32.9,"2021-02-18",false,19
"PVL","Công ty Cổ phần Đầu tư Nhà Đất Việt","Tài chính","Bất động sản","HNX",2.1,1.9,"2021-02-25","2021-01-27",0.4,0.1,0.5,1.7,"2021-02-01",1.9,1.92,2.2,"2021-02-18",false,19
