"symbol","industry","market","name","sector","subsector","supersector","group","listingDate"
"ITA","Tài chính","HOSE","Công ty Cổ phần Đầu tư và Công nghiệp Tân Tạo","Bất động sản","Bất động sản","Bất động sản","HOSE","2006-11-15"
"ITC","Tài chính","HOSE","Công ty Cổ phần Đầu tư - Kinh doanh nhà","Bất động sản","Bất động sản","Bất động sản","HOSE","2009-10-19"
"ITD","Công nghệ Thông tin","HOSE","Công ty Cổ phần Công nghệ Tiên Phong","Thiết bị và Phần cứng","Phần cứng","Công nghệ Thông tin","HOSE","2011-12-20"
"ITQ","Nguyên vật liệu","HNX ","Công ty Cổ phần Tập đoàn Thiên Quang","Kim loại","Thép và sản phẩm thép","Tài nguyên Cơ bản","HNX","2012-10-01"
"IVS","Tài chính","HNX ","Công ty Cổ phần Chứng khoán Đầu tư Việt Nam","Dịch vụ tài chính","Môi giới chứng khoán","Dich vu tài chính","HNX","2011-08-01"
"JVC","Dược phẩm và Y tế","HOSE","Công ty Cổ phần Thiết bị Y tế Việt Nhật","Thiết bị và Dịch vụ Y tế","Thiết bị y tế","Y tế","HOSE","2011-06-21"
"KBC","Tài chính","HOSE","Tổng Công ty Phát triển Đô thị Kinh Bắc","Bất động sản","Bất động sản","Bất động sản","HOSE","2009-12-18"
"KDC","Hàng Tiêu dùng","HOSE","Công ty Cổ phần Tập đoàn KIDO","Sản xuất thực phẩm","Thực phẩm","Thực phẩm và đồ uống","HOSE","2005-12-12"
"KDH","Tài chính","HOSE","Công ty Cổ phần Đầu tư và Kinh doanh nhà Khang Điền","Bất động sản","Bất động sản","Bất động sản","VN30","2010-02-01"
"KDM","Công nghiệp","HNX ","Công ty Cổ phần Tập đoàn Đầu tư Lê Gia","Xây dựng và Vật liệu","Xây dựng","Xây dựng và Vật liệu","HNX","2016-03-29"
"KHP","Tiện ích Cộng đồng","HOSE","Công ty Cổ phần Điện lực Khánh Hòa","Sản xuất & Phân phối Điện","Sản xuất & Phân phối Điện","Điện, nước & xăng dầu khí đốt","HOSE","2006-12-27"
"KHS","Hàng Tiêu dùng","HNX ","Công ty Cổ phần Kiên Hùng","Sản xuất thực phẩm","Nuôi trồng nông & hải sản","Thực phẩm và đồ uống","HNX","2017-12-26"
"KKC","Nguyên vật liệu","HNX ","Công ty Cổ phần Kim khí KKC","Kim loại","Thép và sản phẩm thép","Tài nguyên Cơ bản","HNX","2008-08-21"
"KLF","Dịch vụ Tiêu dùng","HNX ","Công ty Cổ phần Đầu tư Thương mại và Xuất nhập khẩu CFS","Du lịch & Giải trí","Dịch vụ giải trí","Du lịch và Giải trí","HNX30","2013-09-23"
"KMR","Hàng Tiêu dùng","HOSE","Công ty Cổ phần Mirae","Hàng cá nhân","Hàng May mặc","Hàng cá nhân & Gia dụng","HOSE","2008-06-30"
"KMT","Nguyên vật liệu","HNX ","Công ty Cổ phần Kim khí Miền Trung","Kim loại","Thép và sản phẩm thép","Tài nguyên Cơ bản","HNX","2009-08-10"
"KOS","Tài chính","HOSE","Công ty Cổ phần KOSY","Bất động sản","Bất động sản","Bất động sản","HOSE","2017-12-08"
"KPF","Công nghiệp","HOSE","Công ty Cổ phần Đầu tư Tài chính Hoàng Minh","Xây dựng và Vật liệu","Vật liệu xây dựng & Nội thất","Xây dựng và Vật liệu","HOSE","2016-03-02"
"KSB","Nguyên vật liệu","HOSE","Công ty Cổ phần Khoáng sản và Xây dựng Bình Dương","Khai khoáng","Khai khoáng ","Tài nguyên Cơ bản","HOSE","2010-01-20"
"KSD","Hàng Tiêu dùng","HNX ","Công ty Cổ phần Đầu tư DNA","Hàng gia dụng","Đồ gia dụng lâu bền","Hàng cá nhân & Gia dụng","HNX","2010-04-28"
"KSQ","Nguyên vật liệu","HNX ","Công ty Cổ phần CNC Capital Việt Nam","Khai khoáng","Khai khoáng ","Tài nguyên Cơ bản","HNX","2013-07-26"
"KST","Công nghệ Thông tin","HNX ","Công ty Cổ phần KASATI","Thiết bị và Phần cứng","Thiết bị viễn thông","Công nghệ Thông tin","HNX","2010-12-29"
"KTS","Hàng Tiêu dùng","HNX ","Công ty Cổ phần Đường Kon Tum","Sản xuất thực phẩm","Thực phẩm","Thực phẩm và đồ uống","HNX","2010-12-31"
"KTT","Công nghiệp","HNX ","Công ty Cổ phần Tập đoàn Đầu tư KTT","Xây dựng và Vật liệu","Xây dựng","Xây dựng và Vật liệu","HNX","2010-10-28"
"KVC","Nguyên vật liệu","HNX ","Công ty Cổ phần Sản xuất Xuất nhập khẩu Inox Kim Vĩ","Kim loại","Thép và sản phẩm thép","Tài nguyên Cơ bản","HNX","2015-04-14"
"L10","Công nghiệp","HOSE","Công ty Cổ phần Lilama 10","Công nghiệp nặng","Máy công nghiệp","Hàng & Dịch vụ Công nghiệp","HOSE","2007-12-25"
"L14","Công nghiệp","HNX ","Công ty Cổ phần Licogi 14","Xây dựng và Vật liệu","Xây dựng","Xây dựng và Vật liệu","HNX30","2011-09-13"
"L18","Công nghiệp","HNX ","Công ty Cổ phần Đầu tư và Xây dựng số 18","Xây dựng và Vật liệu","Xây dựng","Xây dựng và Vật liệu","HNX","2008-04-23"
"L35","Công nghiệp","HNX ","Công ty Cổ phần Cơ khí Lắp máy Lilama","Công nghiệp nặng","Máy công nghiệp","Hàng & Dịch vụ Công nghiệp","HNX","2010-03-25"
"L40","Công nghiệp","HNX ","Công ty Cổ phần Đầu tư và Xây dựng 40","Xây dựng và Vật liệu","Xây dựng","Xây dựng và Vật liệu","HNX","2021-01-27"
"L40","Công nghiệp","HNX ","Công ty Cổ phần Đầu tư và Xây dựng 40","Xây dựng và Vật liệu","Xây dựng","Xây dựng và Vật liệu","HNX","2021-01-27"
"L43","Công nghiệp","HNX ","Công ty Cổ phần Lilama 45.3","Công nghiệp nặng","Máy công nghiệp","Hàng & Dịch vụ Công nghiệp","HNX","2008-06-11"
"L61","Công nghiệp","HNX ","Công ty Cổ phần Lilama 69-1","Công nghiệp nặng","Máy công nghiệp","Hàng & Dịch vụ Công nghiệp","HNX","2008-11-19"
"L62","Công nghiệp","HNX ","Công ty Cổ phần Lilama 69.2","Công nghiệp nặng","Máy công nghiệp","Hàng & Dịch vụ Công nghiệp","HNX","2008-04-21"
"LAF","Hàng Tiêu dùng","HOSE","Công ty Cổ phần Chế biến Hàng Xuất khẩu Long An","Sản xuất thực phẩm","Thực phẩm","Thực phẩm và đồ uống","HOSE","2000-12-15"
"LAS","Nguyên vật liệu","HNX ","Công ty Cổ phần Supe Phốt phát và Hóa chất Lâm Thao","Hóa chất","Sản phẩm hóa dầu, Nông dược & Hóa chất khác","Hóa chất","HNX30","2012-03-01"
"LBE","Dịch vụ Tiêu dùng","HNX ","Công ty Cổ phần Sách và Thiết bị Trường học Long An","Truyền thông","Sách, ấn bản & sản phẩm văn hóa","Truyền thông","HNX","2008-02-22"
"LBM","Công nghiệp","HOSE","Công ty Cổ phần Khoáng sản và Vật liệu xây dựng Lâm Đồng","Xây dựng và Vật liệu","Vật liệu xây dựng & Nội thất","Xây dựng và Vật liệu","HOSE","2006-12-20"
"LCD","Công nghiệp","HNX ","Công ty Cổ phần Lắp máy - Thí nghiệm cơ điện","Xây dựng và Vật liệu","Xây dựng","Xây dựng và Vật liệu","HNX","2010-11-15"
"LCG","Công nghiệp","HOSE","Công ty Cổ phần LICOGI 16","Xây dựng và Vật liệu","Xây dựng","Xây dựng và Vật liệu","HOSE","2008-11-18"
"LCM","Nguyên vật liệu","HOSE","Công ty Cổ phần Khai thác và Chế biến Khoáng sản Lào Cai","Khai khoáng","Khai khoáng ","Tài nguyên Cơ bản","HOSE","2011-09-16"
"LCS","Công nghiệp","HNX ","Công ty Cổ phần Licogi 16.6","Xây dựng và Vật liệu","Xây dựng","Xây dựng và Vật liệu","HNX","2010-06-24"
"LDG","Tài chính","HOSE","Công ty Cổ phần Đầu tư LDG","Bất động sản","Bất động sản","Bất động sản","HOSE","2015-08-12"
"LDP","Dược phẩm và Y tế","HNX ","Công ty Cổ phần Dược Lâm Đồng - Ladophar","Dược phẩm","Dược phẩm","Y tế","HNX","2010-07-20"
"LEC","Tài chính","HOSE","Công ty Cổ phần Bất động sản Điện lực Miền Trung","Bất động sản","Bất động sản","Bất động sản","HOSE","2017-06-14"
"LGC","Công nghiệp","HOSE","Công ty Cổ phần Đầu tư Cầu đường CII","Điện tử & Thiết bị điện","Thiết bị điện","Hàng & Dịch vụ Công nghiệp","HOSE","2006-12-27"
"LGL","Tài chính","HOSE","Công ty Cổ phần Đầu tư và Phát triển Đô thị Long Giang","Bất động sản","Bất động sản","Bất động sản","HOSE","2009-10-08"
"LHC","Công nghiệp","HNX ","Công ty Cổ phần Đầu tư và Xây dựng Thủy lợi Lâm Đồng","Xây dựng và Vật liệu","Xây dựng","Xây dựng và Vật liệu","HNX30","2010-01-13"
"LHG","Tài chính","HOSE","Công ty Cổ phần Long Hậu","Bất động sản","Bất động sản","Bất động sản","HOSE","2010-03-23"
"LIG","Công nghiệp","HNX ","Công ty Cổ phần Licogi 13","Xây dựng và Vật liệu","Xây dựng","Xây dựng và Vật liệu","HNX","2010-04-22"
"LIX","Hàng Tiêu dùng","HOSE","Công ty Cổ phần Bột giặt LIX","Hàng cá nhân","Hàng cá nhân","Hàng cá nhân & Gia dụng","HOSE","2009-12-10"
"LM7","Công nghiệp","HNX ","Công ty Cổ phần Lilama 7","Công nghiệp nặng","Máy công nghiệp","Hàng & Dịch vụ Công nghiệp","HNX","2010-10-28"
"LM8","Công nghiệp","HOSE","Công ty Cổ phần Lilama 18","Xây dựng và Vật liệu","Xây dựng","Xây dựng và Vật liệu","HOSE","2010-11-15"
"LO5","Công nghiệp","HNX ","Công ty Cổ phần Lilama 5","Công nghiệp nặng","Máy công nghiệp","Hàng & Dịch vụ Công nghiệp","HNX","2009-12-21"
"LPB","Ngân hàng","HOSE","Ngân hàng Thương mại Cổ phần Bưu Điện Liên Việt","Ngân hàng","Ngân hàng","Ngân hàng","HOSE","2017-10-05"
"LSS","Hàng Tiêu dùng","HOSE","Công ty Cổ phần Mía đường Lam Sơn","Sản xuất thực phẩm","Thực phẩm","Thực phẩm và đồ uống","HOSE","2008-01-09"
"LUT","Công nghiệp","HNX ","Công ty Cổ phần Đầu tư Xây dựng Lương Tài","Xây dựng và Vật liệu","Xây dựng","Xây dựng và Vật liệu","HNX","2008-01-04"
"MAC","Công nghiệp","HNX ","Công ty Cổ phần Cung ứng và Dịch vụ Kỹ thuật Hàng Hải","Công nghiệp nặng","Xe tải & Đóng tàu","Hàng & Dịch vụ Công nghiệp","HNX","2009-12-24"
"MAS","Dịch vụ Tiêu dùng","HNX ","Công ty cổ phần Dịch vụ Hàng Không Sân Bay Đà Nẵng","Du lịch & Giải trí","Vận tải hành khách & Du lịch","Du lịch và Giải trí","HNX","2009-09-09"
"MBB","Ngân hàng","HOSE","Ngân hàng Thương mại Cổ phần Quân đội","Ngân hàng","Ngân hàng","Ngân hàng","VN30","2011-11-01"
"MBG","Công nghiệp","HNX ","Công ty Cổ phần Tập đoàn MBG","Xây dựng và Vật liệu","Vật liệu xây dựng & Nội thất","Xây dựng và Vật liệu","HNX","2015-11-26"
"MBS","Tài chính","HNX ","Công ty Cổ phần Chứng khoán MB","Dịch vụ tài chính","Môi giới chứng khoán","Dich vu tài chính","HNX30","2016-03-28"
"MCC","Công nghiệp","HNX ","Công ty Cổ phần Gạch ngói cao cấp","Xây dựng và Vật liệu","Vật liệu xây dựng & Nội thất","Xây dựng và Vật liệu","HNX","2010-04-26"
"MCF","Hàng Tiêu dùng","HNX ","Công ty Cổ phần Xây lắp Cơ khí và Lương thực Thực phẩm","Sản xuất thực phẩm","Thực phẩm","Thực phẩm và đồ uống","HNX","2011-02-14"
"MCG","Công nghiệp","HOSE","Công ty Cổ phần Cơ điện và Xây dựng Việt Nam","Xây dựng và Vật liệu","Xây dựng","Xây dựng và Vật liệu","HOSE","2009-09-24"
"MCO","Công nghiệp","HNX ","Công ty Cổ phần Đầu tư và Xây dựng BDC Việt Nam","Xây dựng và Vật liệu","Xây dựng","Xây dựng và Vật liệu","HNX","2006-12-21"
"MCP","Công nghiệp","HOSE","Công ty Cổ phần In và Bao bì Mỹ Châu","Hàng công nghiệp","Containers & Đóng gói","Hàng & Dịch vụ Công nghiệp","HOSE","2006-12-28"
"MDC","Nguyên vật liệu","HNX ","Công ty Cổ phần Than Mông Dương - Vinacomin","Khai khoáng","Khai thác Than","Tài nguyên Cơ bản","HNX","2009-07-23"
"MDG","Công nghiệp","HOSE","Công ty Cổ phần Miền Đông","Xây dựng và Vật liệu","Xây dựng","Xây dựng và Vật liệu","HOSE","2011-01-12"
"MED","Dược phẩm và Y tế","HNX ","Công ty Cổ phần Dược Trung ương Mediplantex","Dược phẩm","Dược phẩm","Y tế","HNX","2020-03-18"
"MEL","Nguyên vật liệu","HNX ","Công ty Cổ phần Thép Mê Lin","Kim loại","Thép và sản phẩm thép","Tài nguyên Cơ bản","HNX","2017-09-27"
"MHC","Công nghiệp","HOSE","Công ty Cổ phần MHC","Vận tải","Dịch vụ vận tải","Hàng & Dịch vụ Công nghiệp","HOSE","2005-03-21"
"MHL","Nguyên vật liệu","HNX ","Công ty Cổ phần Minh Hữu Liên","Kim loại","Thép và sản phẩm thép","Tài nguyên Cơ bản","HNX","2009-11-26"
"MIG","Tài chính","HOSE","Tổng Công ty Cổ phần Bảo hiểm Quân đội","Bảo hiểm phi nhân thọ","Bảo hiểm phi nhân thọ","Bảo hiểm","HOSE","2017-05-05"
"MIM","Nguyên vật liệu","HNX ","Công ty Cổ phần Khoáng sản và Cơ khí","Khai khoáng","Khai khoáng ","Tài nguyên Cơ bản","HNX","2010-08-16"
"MKV","Dược phẩm và Y tế","HNX ","Công ty Cổ phần Dược Thú Y Cai Lậy","Dược phẩm","Dược phẩm","Y tế","HNX","2008-11-21"
"MPT","Hàng Tiêu dùng","HNX ","Công ty Cổ phần Tập đoàn Trường Tiền","Hàng cá nhân","Hàng May mặc","Hàng cá nhân & Gia dụng","HNX","2016-01-15"
"MSB","Ngân hàng","HOSE","Ngân hàng Thương mại Cổ phần Hàng Hải Việt Nam","Ngân hàng","Ngân hàng","Ngân hàng","HOSE","2020-12-23"
"MSH","Hàng Tiêu dùng","HOSE","Công ty Cổ phần May Sông Hồng","Hàng cá nhân","Hàng May mặc","Hàng cá nhân & Gia dụng","HOSE","2018-11-28"
"MSN","Hàng Tiêu dùng","HOSE","Công ty Cổ phần Tập đoàn Masan","Sản xuất thực phẩm","Thực phẩm","Thực phẩm và đồ uống","VN30","2009-11-05"
"MST","Công nghiệp","HNX ","Công ty Cổ phần Đầu tư MST","Xây dựng và Vật liệu","Xây dựng","Xây dựng và Vật liệu","HNX","2016-05-10"
"MVB","Nguyên vật liệu","HNX ","Tổng Công ty Công nghiệp mỏ Việt Bắc TKV - Công ty Cổ phần","Khai khoáng","Khai khoáng ","Tài nguyên Cơ bản","HNX","2016-10-14"
"MWG","Dịch vụ Tiêu dùng","HOSE","Công ty Cổ phần Đầu tư Thế Giới Di Động","Bán lẻ","Phân phối hàng chuyên dụng","Bán lẻ","VN30","2014-07-14"
"NAF","Hàng Tiêu dùng","HOSE","Công ty Cổ phần Nafoods Group","Bia và đồ uống","Đồ uống & giải khát","Thực phẩm và đồ uống","HOSE","2015-10-07"
"NAG","Công nghiệp","HNX ","Công ty Cổ phần Tập đoàn Nagakawa","Điện tử & Thiết bị điện","Hàng điện & điện tử","Hàng & Dịch vụ Công nghiệp","HNX","2009-09-22"
"NAP","Công nghiệp","HNX ","Công ty Cổ phần Cảng Nghệ Tĩnh","Vận tải","Kho bãi, hậu cần và bảo dưỡng","Hàng & Dịch vụ Công nghiệp","HNX","2016-07-19"
"NAV","Công nghiệp","HOSE","Công ty Cổ phần Nam Việt","Xây dựng và Vật liệu","Vật liệu xây dựng & Nội thất","Xây dựng và Vật liệu","HOSE","2006-12-22"
"NBB","Tài chính","HOSE","Công ty Cổ phần Đầu tư Năm Bảy Bảy","Bất động sản","Bất động sản","Bất động sản","HOSE","2009-02-18"
"NBC","Nguyên vật liệu","HNX ","Công ty Cổ phần Than Núi Béo - Vinacomin","Khai khoáng","Khai thác Than","Tài nguyên Cơ bản","HNX30","2006-12-27"
"NBP","Tiện ích Cộng đồng","HNX ","Công ty Cổ phần Nhiệt Điện Ninh Bình","Sản xuất & Phân phối Điện","Sản xuất & Phân phối Điện","Điện, nước & xăng dầu khí đốt","HNX","2009-08-06"
"NBW","Tiện ích Cộng đồng","HNX ","Công ty Cổ phần Cấp nước Nhà Bè","Nước & Khí đốt","Nước","Điện, nước & xăng dầu khí đốt","HNX","2010-05-04"
"NCT","Công nghiệp","HOSE","Công ty Cổ phần Dịch vụ Hàng hóa Nội Bài","Vận tải","Kho bãi, hậu cần và bảo dưỡng","Hàng & Dịch vụ Công nghiệp","HOSE","2015-01-08"
"NDN","Tài chính","HNX ","Công ty Cổ phần Đầu tư Phát triển Nhà Đà Nẵng","Bất động sản","Bất động sản","Bất động sản","HNX30","2011-04-21"
"NDX","Công nghiệp","HNX ","Công ty Cổ phần Xây lắp Phát triển Nhà Đà Nẵng","Xây dựng và Vật liệu","Xây dựng","Xây dựng và Vật liệu","HNX","2013-07-17"
"NET","Hàng Tiêu dùng","HNX ","Công ty Cổ phần Bột giặt Net","Hàng cá nhân","Hàng cá nhân","Hàng cá nhân & Gia dụng","HNX","2010-09-15"
"NFC","Nguyên vật liệu","HNX ","Công ty Cổ phần Phân lân Ninh Bình","Hóa chất","Sản phẩm hóa dầu, Nông dược & Hóa chất khác","Hóa chất","HNX","2014-03-03"
"NGC","Hàng Tiêu dùng","HNX ","Công ty Cổ phần Chế biến Thủy sản Xuất khẩu Ngô Quyền","Sản xuất thực phẩm","Nuôi trồng nông & hải sản","Thực phẩm và đồ uống","HNX","2008-03-06"
"NHA","Công nghiệp","HOSE","Tổng Công ty Đầu tư Phát triển Nhà và Đô thị Nam Hà Nội","Xây dựng và Vật liệu","Xây dựng","Xây dựng và Vật liệu","HOSE","2010-07-13"
"NHC","Công nghiệp","HNX ","Công ty Cổ phần Gạch ngói Nhị Hiệp","Xây dựng và Vật liệu","Vật liệu xây dựng & Nội thất","Xây dựng và Vật liệu","HNX","2005-12-16"
"NHH","Nguyên vật liệu","HOSE","Công ty Cổ phần Nhựa Hà Nội","Hóa chất","Nhựa, cao su & sợi","Hóa chất","HOSE","2017-09-08"
"NHP","Công nghiệp","HNX ","Công ty Cổ phần Sản xuất Xuất nhập khẩu NHP","Hàng công nghiệp","Containers & Đóng gói","Hàng & Dịch vụ Công nghiệp","HNX","2015-03-11"
"NKG","Nguyên vật liệu","HOSE","Công ty Cổ phần Thép Nam Kim","Kim loại","Thép và sản phẩm thép","Tài nguyên Cơ bản","HOSE","2011-01-14"
"NLG","Tài chính","HOSE","Công ty cổ phần Đầu tư Nam Long","Bất động sản","Bất động sản","Bất động sản","HOSE","2013-04-08"
"NNC","Công nghiệp","HOSE","Công ty Cổ phần Đá Núi Nhỏ","Xây dựng và Vật liệu","Vật liệu xây dựng & Nội thất","Xây dựng và Vật liệu","HOSE","2010-06-23"
"NRC","Tài chính","HNX ","Công ty Cổ phần Tập đoàn Danh Khôi","Bất động sản","Bất động sản","Bất động sản","HNX30","2018-04-05"
"NSC","Hàng Tiêu dùng","HOSE","Công ty Cổ phần Tập đoàn Giống cây trồng Việt Nam","Sản xuất thực phẩm","Nuôi trồng nông & hải sản","Thực phẩm và đồ uống","HOSE","2006-12-21"
"NSH","Nguyên vật liệu","HNX ","Công ty Cổ phần Nhôm Sông Hồng","Kim loại","Nhôm","Tài nguyên Cơ bản","HNX","2017-07-31"
"NST","Hàng Tiêu dùng","HNX ","Công ty Cổ phần Ngân Sơn","Thuốc lá","Thuốc lá","Hàng cá nhân & Gia dụng","HNX","2006-12-29"
"NT2","Tiện ích Cộng đồng","HOSE","Công ty Cổ phần Điện lực Dầu khí Nhơn Trạch 2","Sản xuất & Phân phối Điện","Sản xuất & Phân phối Điện","Điện, nước & xăng dầu khí đốt","HOSE","2010-01-22"
"NTH","Công nghiệp","HNX ","Công ty Cổ phần Thủy điện Nước Trong","Xây dựng và Vật liệu","Xây dựng","Xây dựng và Vật liệu","HNX","2019-06-19"
"NTL","Tài chính","HOSE","Công ty Cổ phần Phát triển Đô thị Từ Liêm","Bất động sản","Bất động sản","Bất động sản","HOSE","2007-12-21"
"NTP","Công nghiệp","HNX ","Công ty Cổ phần Nhựa Thiếu niên Tiền Phong","Xây dựng và Vật liệu","Vật liệu xây dựng & Nội thất","Xây dựng và Vật liệu","HNX30","2006-12-11"
"NVB","Ngân hàng","HNX ","Ngân hàng Thương mại Cổ phần Quốc Dân","Ngân hàng","Ngân hàng","Ngân hàng","HNX30","2010-09-13"
"NVL","Tài chính","HOSE","Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va","Bất động sản","Bất động sản","Bất động sản","VN30","2016-12-28"
"NVT","Tài chính","HOSE","Công ty Cổ phần Bất động sản Du lịch Ninh Vân Bay","Bất động sản","Bất động sản","Bất động sản","HOSE","2010-05-07"
"OCB","Ngân hàng","HOSE","Ngân hàng Thương mại Cổ phần Phương Đông","Ngân hàng","Ngân hàng","Ngân hàng","HOSE","2021-01-28"
"OCH","Dịch vụ Tiêu dùng","HNX ","Công ty Cổ phần Khách sạn và Dịch vụ OCH","Du lịch & Giải trí","Khách sạn","Du lịch và Giải trí","HNX","2010-10-01"
"OGC","Tài chính","HOSE","Công ty Cổ phần Tập đoàn Đại Dương","Dịch vụ tài chính","Tài chính đặc biệt","Dich vu tài chính","HOSE","2010-05-04"
"ONE","Công nghệ Thông tin","HNX ","Công ty Cổ phần Truyền thông số 1","Thiết bị và Phần cứng","Phần cứng","Công nghệ Thông tin","HNX","2008-06-24"
"OPC","Dược phẩm và Y tế","HOSE","Công ty Cổ phần Dược Phẩm OPC","Dược phẩm","Dược phẩm","Y tế","HOSE","2008-10-30"
"PAC","Công nghiệp","HOSE","Công ty Cổ phần Pin Ắc quy Miền Nam","Điện tử & Thiết bị điện","Hàng điện & điện tử","Hàng & Dịch vụ Công nghiệp","HOSE","2006-12-12"
"PAN","Công nghiệp","HOSE","Công ty Cổ phần Tập đoàn PAN","Tư vấn & Hỗ trợ Kinh doanh","Tư vấn & Hỗ trợ KD","Hàng & Dịch vụ Công nghiệp","HOSE","2006-12-22"
"PBP","Công nghiệp","HNX ","Công ty Cổ phần Bao bì Dầu khí Việt Nam","Hàng công nghiệp","Containers & Đóng gói","Hàng & Dịch vụ Công nghiệp","HNX","2015-01-27"
"PC1","Công nghiệp","HOSE","Công ty Cổ phần Xây lắp điện I","Xây dựng và Vật liệu","Xây dựng","Xây dựng và Vật liệu","HOSE","2016-11-16"
"PCE","Nguyên vật liệu","HNX ","Công ty Cổ phần Phân bón và hóa chất dầu khí Miền Trung","Hóa chất","Sản phẩm hóa dầu, Nông dược & Hóa chất khác","Hóa chất","HNX","2015-07-23"
"PCG","Tiện ích Cộng đồng","HNX ","Công ty Cổ phần Đầu tư Phát triển Gas Đô thị","Nước & Khí đốt","Phân phối xăng dầu & khí đốt","Điện, nước & xăng dầu khí đốt","HNX","2010-12-29"
"PCT","Công nghiệp","HNX ","Công ty Cổ phần Vận tải Khí và Hóa chất Việt Nam","Vận tải","Dịch vụ vận tải","Hàng & Dịch vụ Công nghiệp","HNX","2011-09-12"
"PDB","Công nghiệp","HNX ","Công ty Cổ phần Vật liệu Xây dựng Dufago","Xây dựng và Vật liệu","Vật liệu xây dựng & Nội thất","Xây dựng và Vật liệu","HNX","2015-08-03"
"PDC","Dịch vụ Tiêu dùng","HNX ","Công ty Cổ phần Du lịch Dầu khí Phương Đông","Du lịch & Giải trí","Vận tải hành khách & Du lịch","Du lịch và Giải trí","HNX","2009-09-29"
"PDN","Công nghiệp","HOSE","Công ty Cổ phần Cảng Đồng Nai","Vận tải","Kho bãi, hậu cần và bảo dưỡng","Hàng & Dịch vụ Công nghiệp","HOSE","2011-10-26"
"PDR","Tài chính","HOSE","Công ty Cổ phần Phát triển Bất động sản Phát Đạt","Bất động sản","Bất động sản","Bất động sản","HOSE","2010-07-30"
"PEN","Công nghiệp","HNX ","Công ty Cổ phần Xây lắp III Petrolimex","Xây dựng và Vật liệu","Xây dựng","Xây dựng và Vật liệu","HNX","2014-09-25"
"PET","Dịch vụ Tiêu dùng","HOSE","Tổng Công ty Cổ phần Dịch vụ Tổng hợp Dầu khí","Bán lẻ","Phân phối hàng chuyên dụng","Bán lẻ","HOSE","2007-09-12"
"PGC","Tiện ích Cộng đồng","HOSE","Tổng Công ty Gas Petrolimex - Công ty Cổ phần","Nước & Khí đốt","Phân phối xăng dầu & khí đốt","Điện, nước & xăng dầu khí đốt","HOSE","2006-11-24"
"PGD","Tiện ích Cộng đồng","HOSE","Công ty Cổ phần Phân phối khí thấp áp dầu khí Việt Nam","Nước & Khí đốt","Phân phối xăng dầu & khí đốt","Điện, nước & xăng dầu khí đốt","HOSE","2009-11-26"
"PGI","Tài chính","HOSE","Tổng Công ty Cổ phần Bảo hiểm Petrolimex","Bảo hiểm phi nhân thọ","Bảo hiểm phi nhân thọ","Bảo hiểm","HOSE","2011-07-29"
"PGN","Nguyên vật liệu","HNX ","Công ty Cổ phần Phụ Gia Nhựa","Hóa chất","Nhựa, cao su & sợi","Hóa chất","HNX","2019-07-04"
"PGS","Tiện ích Cộng đồng","HNX ","Công ty Cổ phần Kinh doanh Khí Miền Nam","Nước & Khí đốt","Phân phối xăng dầu & khí đốt","Điện, nước & xăng dầu khí đốt","HNX","2007-11-15"
"PGT","Dịch vụ Tiêu dùng","HNX ","Công ty Cổ phần PGT Holdings","Du lịch & Giải trí","Vận tải hành khách & Du lịch","Du lịch và Giải trí","HNX","2009-12-25"
"PHC","Công nghiệp","HOSE","Công ty Cổ phần Xây dựng Phục Hưng Holdings","Xây dựng và Vật liệu","Xây dựng","Xây dựng và Vật liệu","HOSE","2009-11-05"
"PHN","Công nghiệp","HNX ","Công ty Cổ phần Pin Hà Nội","Điện tử & Thiết bị điện","Hàng điện & điện tử","Hàng & Dịch vụ Công nghiệp","HNX","2019-03-13"
"PHP","Công nghiệp","HNX ","Công ty Cổ phần Cảng Hải Phòng","Vận tải","Kho bãi, hậu cần và bảo dưỡng","Hàng & Dịch vụ Công nghiệp","HNX","2015-08-12"
"PHR","Nguyên vật liệu","HOSE","Công ty Cổ phần Cao su Phước Hòa","Hóa chất","Nhựa, cao su & sợi","Hóa chất","HOSE","2009-08-18"
"PIA","Viễn thông","HNX ","Công ty Cổ phần Tin học Viễn thông Petrolimex","Viễn thông cố định","Viễn thông cố định","Viễn thông","HNX","2017-02-22"
"PIC","Tiện ích Cộng đồng","HNX ","Công ty Cổ phần Đầu tư Điện lực 3","Sản xuất & Phân phối Điện","Sản xuất & Phân phối Điện","Điện, nước & xăng dầu khí đốt","HNX","2015-08-05"
"PIT","Dịch vụ Tiêu dùng","HOSE","Công ty Cổ phần Xuất nhập khẩu Petrolimex","Bán lẻ","Bán lẻ phức hợp","Bán lẻ","HOSE","2008-01-24"
"PJC","Công nghiệp","HNX ","Công ty Cổ phần Thương mại và Vận tải Petrolimex Hà Nội","Vận tải","Dịch vụ vận tải","Hàng & Dịch vụ Công nghiệp","HNX","2006-12-25"
"PJT","Công nghiệp","HOSE","Công ty Cổ phần Vận tải Xăng dầu đường thủy Petrolimex","Vận tải","Vận tải Thủy","Hàng & Dịch vụ Công nghiệp","HOSE","2006-12-28"
"PLC","Nguyên vật liệu","HNX ","Tổng Công ty Hóa dầu Petrolimex - Công ty Cổ phần","Hóa chất","Sản phẩm hóa dầu, Nông dược & Hóa chất khác","Hóa chất","HNX","2006-12-27"
